qna_id;question;answer;tags;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20
239;Kaç Dönem Kayıt Yenilemezsem Kaydım Silinir?;"Açıköğretim Öğrencileri İçin;Üst üste dört (4) dönem katkı payı veya öğrenim ücretinin ödenmemesi ile kayıt yenilenmemesi nedeniyle YÖK'ün 2547 sayılı kanununun 44/C maddesi kapsamında öğrencilerin ilişikleri kesilir.Uzaktan Öğretim İçin;Üst üste sekiz (8) dönem katkı payı veya öğrenim ücretinin ödenmemesi ile kayıt yenilenmemesi nedeniyle YÖK'ün 2547 sayılı kanununun 44/C maddesi kapsamında yetkili kurullarının kararı ve Yükseköğretim Kurulunun onayı ile öğrencilerin ilişikleri kesilebilir.";KAYIT_YENILEME_ODEME-KAYIT_YENILEME_ISLEMLERI-BILGI;kaç dönem üst üste kayıt yenilemediğim takdirde akademik kaydım silinecek?;Kayıt yenileme yapmazsam öğrencilik statüm iptal olur mu?;Kaydımın silinmesine yol açacak maksimum kayıt yenilememe dönem sayısı nedir?;Kaç dönem kayıt yenilemezsem öğrencilik kaydım silinir?;kayıt yenileme işlemini kaç dönem atlayabilirim?;kayıt yenileme işlemi yapmadan geçebileceğim dönem sınırı nedir?;Kayıt yenileme işlemi yapmama sınırı kaç dönemdir?;Öğrenkaç dönem kayıt yenilememe hakkım bulunmaktadır?;;;;;;;;;;;;
240;Onur / Yüksek Onur belgemi nasıl alabilirim?;"AUZEF’ten mezun olan öğrencilerden AGNO’su 3.00–3.49 arasında olan öğrenciler Onur Belgesi; 3.50–4.00 arasında olan öğrenciler ise Yüksek Onur Belgelerini  AKSİS 'Belge Talepleri' alanından e-imzalı olarak alabilmektedir.";BELGE_TALEBI-EDIPLOMA-DESTEK;Akademik başarılarım sonucunda hak kazandığım Onur/Yüksek Onur belgesini nasıl alırım?;Onur veya Yüksek Onur öğrencisi olarak belgemi nereden alabilirim;Onur belgesialma hakkında bilgi alabilir miyim?;Onur / Yüksek Onur belgesini almak için üniversitenin hangi birimine başvurmalıyım?;Onur Yüksek Onur belgemi nereden temin ederim?.;;;;;;;;;;;;;;;
241;Kayıt dondurma ile ilgili bilgi alabilir miyim?;"Kayıt dondurma talepleri güz ve bahar olmak üzere, kayıt yenileme tarih aralıklarında AKSİS' ten alınır.Kayıt dondurma her defasında, bir veya iki yarıyıl/bir yıl olmak üzere öğrencinin toplamda normal öğrenim süresinin en çok yarısı kadar olabilir.  
Kayıt dondurulduğunda, öğrencinin öğrenim süresi ve ek süresi işlemez, öğrenci ilgili dönemler için izinli sayılır ve eğitim ve öğretim faaliyetleri ile sınavlara katılamaz.  
Kayıt dondurma süresi sona erdiğinde, öğrenci kaldığı yerden eğitim ve öğretimine devam eder. Kayıt dondurma işlemi, içinde bulunulan eğitim-öğretim yılında en az bir, en fazla iki yarıyıl için talep edilebilir. Örneğin 2022-2023 eğitim-öğretim yılının güz yarıyılında kayıt dondurmak için talep oluşturan öğrenciler sadece güz dönemi için 1 dönemlik ya da Güz + Bahar dönemi olarak 2 dönemlik kayıt dondurma talep edebilirler.  
Bahar döneminde talep oluşturacak öğrenciler sadece bahar dönemini dondurmak için talepte bulunabilirler.";KAYIT_YENILEME_ODEME-KAYIT_DONDURMA-BILGI;Kayıt dondurma işlemi hakkında bilgi almak istiyorum?;Üniversite kaydımı dondurmak istiyorum?;Kayıt dondurma prosedürü nedir?;Kayıt dondurma sürecini nasıl başlatabilirim?;Eğitimime ara vermek istiyorum.;Üniversite kaydımı dondurmak istiyorum;Akademik kaydımı dondurmak için başvuruda bulunacağım. ;Kaydımı ne zaman dondurabilirim?;"Kaydımı dondurdum dilekçe gönderdim farklı bir işem yapmam gerekir mi?  
";;;;;;;;;;;
242;Nasıl kayıt dondurabilirim?;"Fakültemizde kayıt dondurma başvuruları sadece kayıt yenileme tarih aralığında yapılabilmektedir. Kayıt dondurma talebinde bulunabilmek için herhangi bir neden belirtmeksizin AKSİS' e (aksis.istanbul.edu.tr) giriş yapılarak işleminizi başlatabilirsiniz. AKSİS ""AUZEF Öğrenme Yönetim Sistemi"" ""Başvurularım"" ""Kayıt Dondur/Sil Başvuruları"" alanına tıklanır. ""Yeni Başvuru"" dan uygun seçenekler tercih edilir. Başvuru nedeni alanı doldurulur. Doküman ekle bölümüne kayıt dondurma dilekçesi imzalı olarak yüklenir. Kaydet butonuna tıklanarak başvuru işlemi tamamlanır. Kayıt yenileme tarihleri dışında yapılan başvurular ve imzasız yüklenen dilekçeler reddedilecektir. Kayıt dondurma dilekçesine ""https://auzef.istanbul.edu.tr/tr/content/ogrenci-islemleri/dilekce-ornekleri---basvurular"" buradan ulaşabilirsiniz.";KAYIT_YENILEME_ODEME-KAYIT_DONDURMA-DESTEK;Kaydımı dondurma sürecini başlatmak için neler yapmalıyım?;Üniversite kaydımı dondurmak istiyorum, bu işleme nasıl başlayabilirim ve gereken prosedür nedir?;Kayıt dondurma işlemi için başvuru süreci nasıl işler ve bu işlemi yapmak için hangi belgeleri sunmam gerekmektedir?;Kaydımı dondurmak istiyorum, bu süreci nasıl ve nereden başlatabilirim?;Eğitimime ara vermek istiyorum, kayıt dondurma işlemi için neler yapmam gerektiğini öğrenmek istiyorum.;Kayıt dondurma işlemi için gereken adımlar nelerdir ve bu işlemi gerçekleştirmek için hangi dokümanları hazırlamalıyım?;Üniversite eğitimime bir süre ara vermek istiyorum, kaydımı nasıl dondurabilirim ve bu süreçte nelere dikkat etmeliyim?;Kayıt dondurma işlemi yapmak için hangi belgeleri toplamam gerekiyor ve bu işlemi başlatmak için nereye başvurmalıyım?;kaydımı nasıl dondururum;;;;;;;;;;;
243;Kaydımı dondurmuştum, tekrar nasıl açtırabilirim?;Kayıt dondurma işlemi sadece talep edilen dönemler için uygulanır. Yeni dönemde kayıt açtırmak için öğrencilerin herhangi bir işlem yapması gerekmez. Güz ve bahar olmak üzere her iki dönem içinde kayıt dondurma talebinde bulunmuş öğrencilerin, bahar döneminde öğrenimlerine devam etmek istemeleri durumunda fakülteye ıslak imzalı dilekçe ile başvuru yapmaları gerekmektedir.;KAYIT_YENILEME_ODEME-KAYIT_DONDURMA-DESTEK;Daha önce dondurduğum üniversite kaydımı tekrar aktif hale getirmek istiyorum?;Kaydımı nasıl yeniden aktif hale getirebilirim?;Dondurulan üniversite kaydımı aktifleştirmek istiyorum?;Kaydımı dondurmuştum, şimdi tekrar eğitime başlamak istiyorum.;Dondurduğum kaydımı açtırmak için ne yapmalıyım?;Kaydımı yeniden aktif hale getirmek istiyorum;Dondurduğum üniversite kaydımı nasıl açtırabilirim?;Üniversite Kaydımı aktifleştirmek için ne yapmalıyım?;;;;;;;;;;;;
244;Kaydımı nasıl sildirebilirim?;"Kayıt sildirme başvurunuzu AKSİS üzerinden eğitim yılı içerisinde herhangi bir tarihte yapabilirsiniz. Kayıt sildirme talebinde bulunabilmek için AKSİS' e (aksis.istanbul.edu.tr) giriş yapılır. ""AUZEF Öğrenme Yönetim Sistemi"" ""Başvurularım"" ""Kayıt Dondur/Sil Başvuruları"" alanına tıklanır. ""Yeni Başvuru""dan uygun seçenekler tercih edilir. Başvuru nedeni alanı doldurulur. Doküman ekle bölümüne kayıt sildirme dilekçesi imzalı olarak yüklenir. Kaydet butonuna tıklanarak başvuru işlemi tamamlanır. İmzasız yüklenen dilekçeler başvurunun reddedilmesine neden olur. Kayıt sildirme dilekçesine ""https://auzef.istanbul.edu.tr/tr/content/ogrenci-islemleri/dilekce-ornekleri---basvurular"" buradan ulaşabilirsiniz.";KAYIT_YENILEME_ODEME-KAYIT_SILDIRME-BILGI;Üniversiteden kaydımı tamamen sildirmek istiyorum;Kaydımı sildirmek için nereye başvurmalıyım?;Üniversite kaydımı kalıcı olarak sildirmek istiyorum;Eğitim kaydımı sildirmek istiyorum;Üniversiteden ayrılmak ve kaydımı sildirmek istiyorum;Kaydımı sildirme işlemi hakkında bilgi alabilir miyim?;Kaydımı üniversiteden nasıl sildirebilirim?;Üniversite kaydımı sildirmek için hangi belgeleri toplamam gerekli;;;;;;;;;;;;
245;"Kaydımı sildirdim; ancak kaydımı tekrar açtırmak istiyorum ne yapabilirim?";Kayıt sildirme başvurusu, herhangi bir sebeple fakültemizdeki öğrenimine son vermek isteyen öğrencilerimize yönelik hazırlanmıştır. Kayıt silme başvurusu geri döndürülemez bir işlem olduğu için başvuru yapmadan önce dikkatli karar verilmelidir.;KAYIT_YENILEME_ODEME-KAYIT_SILDIRME-BILGI;kaydımı yeniden açtırmak istiyorum, bu süreç için neler yapmalıyım?;kaydımı geri açtırmak istiyorum;Kaydımı sildirmiştim, şimdi ise tekrar kaydımı açtırmak istiyorum.;Önceden sildirdiğim kaydımı nasıl tekrar aktive edebilirim?;Kaydımı daha önce sildirmiştim, şimdi ise eğitimime devam etmek istiyorum.;Kaydımı yeniden aktif hale getirmek istiyorum;Kaydımı sildirdikten sonra pişman oldum ve şimdi kaydımı tekrar açtırmak istiyorum;Daha önce sildirdiğim üniversite kaydımı tekrar aktif hale getirmek istiyorum;;;;;;;;;;;;
246;Kayıt sildirme başvurumun sonucunu nasıl öğrenebilirim?;"Kayıt sildirme başvuruları öğrenci işleri tarafından incelendikten sonra, başvuru sonucu öğrencilerin dilekçelerinde belirtmiş olduğu GSM numarasına SMS olarak bildirilmektedir. Kayıt silme işlemi sonunda AKSİS' e ilgili öğrencinin statüsü ""AYRILDI"" olarak işlenir.";KAYIT_YENILEME_ODEME-KAYIT_SILDIRME-DESTEK;Kayıt sildirme işlemim için yaptığım başvurunun sonucunu nereden takip edebilirim?;Üniversiteden kaydımı sildirme başvurusunun sonucunu öğrenmek istiyorum;Kayıt sildirme başvurumun durumunu kontrol etmek istiyorum;Kaydımı sildirme işlemim hakkında yaptığım başvurunun sonucunu öğrenmek istiyorum;Kayıt sildirme talebimin sonucunu ne?;Üniversiteden ayrılma başvurum kabul edildi mi?;Kayıt sildirme işlemimle ilgili başvurumun ne durumda olduğunu kontrol etmek istiyorum;Kayıt sildirme başvuru sonucumu öğrenmek içinne yapmalıyım?;;;;;;;;;;;;
247;Yaz okulunda en fazla kaç kredilik ders alabilirim?;Alınacak dersler bir yaz döneminde en fazla 1O krediyi (ulusal) geçemez. Bir öğrenci, eğitimi süresince yaz okulundan toplamda en fazla 20 kredilik (ulusal) ders alabilir.;MEZUNIYET_STAJ_YAZ_OKULU-YAZ_OKULU_ISLEMLERI-BILGI;Yaz okulu döneminde maksimum kaç kredi ders alabilirim.;Yaz okulunda alabileceğim derslerin toplam kredi limiti nedir.;Yaz okulu döneminde en fazla kaç kredilik ders alabilirim.;Yaz okulunda alınabilecek maksimum kredi sayısı nedir?;Yaz okulunda ders seçerken uyulması gereken maksimum kredi limiti kaçtır?;Yaz okulunda alabiliceğim max kredi limimiti nedir?;Yaz okulunda maks ders alma limitim kaç kredidir.;Yaz okulu sürecinde alabileceğim derslerin kredi limiti ne kadardır.;;;;;;;;;;;;
248;Yaz okulunda ders alma koşulları nelerdir?;"Ders almayı talep eden öğrencilerin talepleri, ilgili birim yönetim kurulunda değerlendirilerek, uygun görülmesi halinde onaylanır.  
Alınan derslerin ulusal ya da AKTS kredileri, ilgili birimdeki okutulan derslerle aynı ya da daha fazla olmalıdır. 
Ders içerikleri en az %70 uyumlu olmalıdır. 
Alınacak dersler bir yaz döneminde en fazla 1O krediyi (ulusal) geçemez. Bir öğrenci, eğitimi süresince yaz okulundan toplamda en fazla 20 kredilik (ulusal) ders alabilir.  
Alt yarıyıllardan veya bulunduğu yarıyıldan FF, FD dersi/dersleri olan öğrenciler başka üniversitelerin yaz okullarından bu dersi/dersleri alabilir.  
Alt yarıyıllardan veya bulunduğu yarıyıldan ders programında olduğu halde hiç almadığı dersi/dersleri bulunan öğrenciler başka üniversitelerin yaz okullarından bu dersi/dersleri alabilir. 
Alt yarıyıllardan ya da bulunduğu yarıyıldan koşullu başarılı, DD-DC, harf notuna sahip öğrenciler başka üniversitelerin yaz okullarından notlarını yükseltmek amacıyla bu dersi/dersleri alabilir.";MEZUNIYET_STAJ_YAZ_OKULU-YAZ_OKULU_ISLEMLERI-BILGI;Yaz okulunda ders alabilmek için hangi ön koşulları sağlamam gerekiyor;Yaz okulu derslerine kayıt olabilmek için yerine getirmem gereken şartlar nelerdir;Yaz okulundan nasıl ders alırım;Yaz okulunda nasıl ders seçimi yaparım;Yaz okuluna ders kaydı yaparken hangi koşulları karşılamam gerekir.;Yaz okulu ders kaydı için gerekli koşullar nelerdir.;Yaz okulunda ders almak için gereken özel şartlar nelerdir;Yaz okulnda ders almak için gerekli başvuru kriterleri nelerdir;;;;;;;;;;;;
249;Yaz okulunda DD-DC harf notlu derslerimin notunu yükseltebilir miyim?;Alt yarıyıllardan ya da bulunduğu yarıyıldan koşullu başarılı, DD-DC, harf notuna sahip öğrenciler başka üniversitelerin yaz okullarından notlarını yükseltmek amacıyla bu dersi/dersleri tekrar alabilir.;MEZUNIYET_STAJ_YAZ_OKULU-YAZ_OKULU_ISLEMLERI-BILGI;Yaz okulunda dersleriminn notlarını yükseltmem mümkün mü?;DD veya DC aldığım dersler için yaz okulunda tekrar sınava girerek notlarımı yükseltebilir miyim.;DD-DC notlu derslerin notlarını yaz okulunda yükseltebilir miyim?;Yaz okulunda DD veya DC notlarımı yükseltme imkanım bulunuyor mu?;Yaz okulunda not yükseltme şansım var mı;DD-DC notlarımı yaz okulunda alacağım derslerle yükseltme olanağım var mı?;Yaz okulunda not yükseltme var mı?;Yaz okulunda DD-DC notlarımı yükseltmem mümkün mü;;;;;;;;;;;;
250;AUZEF'te yaz okuluna kayıt olmak istiyorum.;"İstanbul Üniversitesi'nde yaz okulu uygulaması bulunmamaktadır. Farklı üniversitelerin yaz okulundan ders alacak öğrencilerimiz, yaz okulu alacakları üniversitelerden aldıkları e-imzalı veya ıslak imzalı mühürlü ders içeriği belgesini AKSİS' e yüklemelidir. Yaz okulu ile ilgili kılavuz ve duyurulara  ""https://auzef.istanbul.edu.tr "" buradan ulaşabilirsiniz. Başvurularına, olumlu dönüş yapılan öğrenciler ders notlarını fakülteye ileterek ilgili derslerin notlarını AKSİS sistemine işletir. Ayrıntılı bilgiye  ""http://cdn.istanbul.edu.tr/statics/ulastirmalojistik.istanbul.edu.tr/wp-content/uploads/2016/06/Yaz-Okulu-Esaslar%C4%B1.pdf"" buradan ulaşabilirsiniz. ";MEZUNIYET_STAJ_YAZ_OKULU-YAZ_OKULU_ISLEMLERI-BILGI;AUZEF yaz okulu kayıt için nereye başvurmalıyım?;Yaz okulu döneminde AUZEF'te ders almak istiyorum.;AUZEF'te yaz okulu kaydı yapmak istiyorum;AUZEF yaz okulu kayıt işlemleri hakkında bilgi almak istiyorum;AUZEF'te yaz okuluna nasıl kaydolurum?;Yaz okulu için kayıt yaptırmak istiyorum.;AUZEF yaz okulu dönemine kayıt olabilmem mümkün mü?;Yaz okulunda AUZEF bünyesinde ders almak istiyorum.;"Yaz okulu başvuru tarihi ne zaman? 
";;;;;;;;;;;
251;Yaz okulundan başarıyla geçtiğim notları AUZEF' e nasıl iletebilirim?;Yaz okulundan başarı ile derslerini vermiş olan öğrencilerin, ders notlarının sisteme işlenmesi için ilgili evraklarının(onaylı imzalı) dersi aldıkları üniversite ya da kendileri tarafından fakülteye posta kargo veya elden teslim edilmesi gerekmektedir.;MEZUNIYET_STAJ_YAZ_OKULU-YAZ_OKULU_ISLEMLERI-DESTEK;Yaz okulunda aldığım derslerden elde ettiğim notları AUZEF'e aktarmak istiyorum.;Yaz okulu sonuçlarımı AUZEF sistemine nasıl iletebilirim;Başarıyla tamamladığım yaz okulu derslerimin notlarını AUZEF'e nasıl gönderebilirim.;Yaz okulunda aldığım notları AUZEF'e aktarmak istiyorum;Yaz okulundaki başarı notlarımı AUZEF'te saydırmak istiyorum?;Yaz okulu başarılarımı AUZEF sisteminde güncellemek istiyorum.;Yaz okulundan aldığım notları AUZEF'e eklemek istiyorum;AUZEF'e yaz okulundan aldığım ders notlarını nasıl iletebilirim?;"Yaz okulunda dersten geçtim sonucumu size nasıl ulaştıracağım? 
";;;;;;;;;;;
252;Mezuniyetim ne zaman sistemde görünür?;Mezuniyet için gerekli koşulları sağlayan öğrencilerin mezuniyet işlemleri koşulların sağlandığı son sınavın harf notları ilan edildikten sonraki 15 iş günü içerisinde yapılmaktadır.;MEZUNIYET_STAJ_YAZ_OKULU-MEZUNIYET_BILGILENDIRMESI-BILGI;mezuniyet durumumun sistemde ne zaman güncellenecek?;Mezuniyetimin sisteme işlenmesi ne kadar sürede gerçekleşir?;Mezuniyet bilgimin sistemde ne zaman yansıtılacağını merak ediyorum.;Mezun olduktan sonra mezuniyet statüm sisteme ne zaman yansır?;Mezuniyetimle ilgili bilgilerin sistemde görünmeye başlaması ne kadar zaman alır?;Mezuniyet bilgimin sistemde ne zaman güncellenecek?;Mezuniyetimin sistemde kayıtlı hale gelmesi ne kadar sürer?;Mezuniyet sonrası mezuniyet durumumun sisteme yansıması ne kadar zaman alır?;mezuniyetim ne zaman sisteme düşer?;;;;;;;;;;;
253;Akademik Takvime nasıl ulaşabilirim?;"Akademik Takvim, öğrencilerimizin eğitim hayatını etkilemeyecek şekilde ülke genelinde sınav yapan kurumların sınav takvimleri dikkate alınarak hazırlanır. Yoğun sınav takvimlerinde merkezi sınavlar ile ilgili (DGS, KPSS vb.)  bir çakışma durumda tek oturumdaki saat değişikliği yaparak öğrencilerimizin mağduriyet yaşamamasına özen göstermekteyiz. Akademik takvimimize aşağıdaki linkten ulaşabilirsiniz. ""https://auzef.istanbul.edu.tr/tr/content/akademik-takvim/2023-2024"" https://auzef.istanbul.edu.tr/tr/content/akademik-takvim/2023-2024";YENI_KAYIT-KAYIT_BILGILENDIRMESI-BILGI;Üniversitenin akademik takvimine nereden ulaşırım?;Akademik takvim nerede?;Üniversitenin akademik takvimine ulaşmak istiyorum.;Akademik takvim i nereden bulurum?;Akademik takvimi görüntülemek için  hangi sayfaları ziyaret etmeliyim;Üniversitenin akademik takvimine ulaşmak istiyorum;Üniversitenin resmi akademik takvimine nasıl erişebilirim;Sınavlarım çakıştı;;;;;;;;;;;;
254;Ders seçimi ne zaman yapılacak?;"Yayınlanmış olan Akademik Takvim de belirtilen ders ekle sil tarihleri arasında ders seçim işlemleri Fakültemiz tarafından yapılacaktır. Ders seçme işlemi sonrası Müfredat ekibimiz tarafından kontroller sağlanılarak öğrencilerimizin materyallere hemen ulaşım sağlaması hedeflenmektedir. ""https://auzef.istanbul.edu.tr/tr/content/akademik-takvim/2023-2024"" https://auzef.istanbul.edu.tr/tr/content/akademik-takvim/2023-2024";DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-BILGI;Ders seçimi için belirlenen tarihler nelerdir;Ders seçim işlemlerimin yapılacağı tarih aralığını öğrenmek istiyorum.;Ders seçimi için tahsis edilen zaman dilimi nedir;ders seçimlerim ne zaman başlayacak?;Ders seçimi süresi ne kadar.;Ders seçimi işlemleri ne zaman yapılacak?;Ders seçimi takvimi hakkında bilgi almak istiyorum;Ders seçimlerinin yapılacağı tarihler nedir?;Harç ödememe rağmen ders seçemiyorum;;;;;;;;;;;
